Refractive Indices,Thicknesses
"2.029792245436356,2.088993870397508,1.0128984839668647,2.1524311319394602","114.80661079904935,444.4908713022411,180.13904131383907,469.5881399330729"
"1.85004142197302,1.840512554838114,1.4334625133554961,2.4260382519987234","297.8959223817218,190.20044742969074,264.3328820999871,263.41907877351275"
"1.163927036716561,1.8318680243319787,2.3224606993574373,1.0520168809548394","443.846817436648,487.26342927234964,366.93674287149213,475.34860858831263"
"2.4890507784043554,1.0842356815538143,2.2107453292027177,2.013612397929279","107.21348871001952,111.00155650960497,421.311076805724,473.6283182042927"
"1.2648646701029438,2.1163971768634493,1.2961762937880703,1.1286064836410692","206.609106615048,233.09777499576984,215.90049555191172,125.82488936052326"
"2.44219515554561,1.2468594430818714,2.2482844831149666,2.0820965303582755","225.5997019225352,367.1189234783527,225.50454957462568,267.0141174868756"
"1.285769066820178,2.3207877402740573,1.6474876750160874,1.481870381891314","334.54884569986666,472.22172595032134,149.84625073742382,176.27388459375197"
"2.473226745500578,2.2168102334349347,2.3564795438828954,2.1780269420150553","499.8932859297898,386.3607883323333,128.6967922229393,309.4963084843889"
"1.9644172224753165,1.8221197763845276,1.45316843392487,1.803128862544417","193.00999181673944,483.7662055179839,235.47941601692344,323.15119158302394"
"2.136928864923222,1.1378830814209542,2.480249807848679,1.726112946874228","392.61351546683704,322.76036526324174,327.9210352107424,390.88599946610543"
"2.4643585875769505,1.9651362330174407,2.0891464285656918,1.6589603866976388","454.02437218905226,310.1758120062859,492.2053437775207,437.3487026535805"
"1.8050417772623844,1.423267298771804,2.0892631625382534,1.1052543694277779","279.04399244720764,473.0217957012003,471.24631360846047,196.54599214598466"
"1.495981333556086,1.305649957456546,2.43060684090375,1.6385730001786925","147.174471318857,181.6569750866713,354.06024879990014,135.96098101967743"
"2.0815161064651484,1.8924090277081864,2.3373549255152803,1.7222768117660572","488.32657135083946,452.7474696311236,257.40753409722583,406.72965982557747"
"2.3740862871961705,1.8840057158964827,1.2828764729876836,1.3679074098162745","210.25387165271837,301.6212020695122,421.4084797911522,368.49237268171737"
"1.8076136288475653,2.3987781857990402,1.8951140860357607,1.9226763494932944","188.96700729221624,409.8858389357026,149.86085289355557,412.83120446605557"
"1.0427787299846534,1.2439405444579046,1.0960751052534747,1.2525640502929891","336.585844642477,335.5747994129795,123.57834462229803,491.9266308385008"
"1.2377403782295795,2.2371217261877536,1.937596355478909,2.193947903013283","423.8361255544602,199.88282177539585,200.84678958870933,379.2697116103064"
"1.1570113268645565,1.973604681568152,1.9954519446567778,1.6889053193037258","466.6213129647068,249.87451155682473,101.23811584941174,223.62036756790962"
"1.2657880564395227,2.492308133968927,1.513444650689129,2.3482893145363977","134.89093926003966,341.47624807586413,111.07256718830544,413.8939258094209"
"2.025639664108734,1.632107364302233,1.434523157079345,1.561823236978741","152.21358628226133,156.89084514569504,132.12099803129547,180.2831168592196"
"1.7034714668913238,2.0324549307893247,1.829182219216897,2.0978243075830445","297.30535391557623,124.11024723350232,215.31070367485844,230.03634231387284"
"2.1670230489121254,1.7303331669438067,1.456687279948396,2.0232161725091906","472.76815141507257,166.0231578495255,168.68300200323839,208.75797883768948"
"1.7238401742626719,1.6120605573793128,2.0112436885069114,1.6397495705017064","142.17407995212773,489.4037909483864,233.15796234994139,207.21253278981328"
"1.8833554687801488,1.6278575989165252,2.4043731206201144,2.0229172550880223","110.54398692511529,196.2526844816305,394.02033319414045,259.243041236992"
"1.0966180852972067,1.4625577885242147,1.1005519330725246,1.9669769053301294","390.47434870770195,252.99444762734194,266.28047948667773,460.9780338429286"
"2.4387133810953303,2.003899913221088,1.8866612871986475,1.3428316720503377","102.86213431349327,481.60564889858904,423.2746565070464,344.94358769529174"
"1.777799755211568,1.9340039642798488,2.3925355244541358,2.2288764046923286","316.331369252392,170.6180763080476,499.16689799589346,202.35024647383676"
"2.347974322279693,1.6127263669797811,1.8672498522380414,1.0297427934176127","272.6011367601113,455.2237893854539,108.399779086982,289.50291780885084"
"2.340680022774171,2.158422642818352,1.7141654938266428,1.2206963305800282","290.28563798625026,134.2957176154838,249.74300400383353,268.333774586852"
"1.094822224103479,2.3434426585584616,1.3697427730983076,1.2708772708544378","467.3310456856474,453.0700420219466,381.65787359764624,250.00646051131125"
"1.3881905494908642,1.846396371324017,1.9374114152197386,2.0741935617881917","470.37565837703147,208.73286932282164,409.75205295296286,147.5385477017727"
"2.3188750552964845,2.0910043347794165,2.496157847933179,2.4541739641836453","177.33835920926947,331.01588319584596,493.90156310273613,376.5231058247613"
"2.1828593887404897,1.4692315315776487,2.12431047644594,1.8571948286655087","232.06874389298628,231.7934478412037,359.05630148620037,126.28607845293094"
"1.6957235027064574,1.6539492464512127,1.2814848267350674,1.4280743209751514","483.17752739782117,225.08680173033318,145.7383458902524,251.24214290307685"
"1.1306872267545311,1.280651750095643,1.7345031087974638,1.6920408947206713","297.66495133625347,237.54000484121462,108.54467809250359,238.5225003390877"
"1.7621584777382404,1.7772254318452272,1.2612465415184901,1.876732476679869","495.8314404590435,301.42987406347163,256.6655394941953,149.34004887741978"
"1.053076014212643,1.341168368208606,2.430603946177138,1.1805145093256075","137.4331156675571,217.23229015381875,470.01082691181006,132.51084394101068"
"1.3184835139791153,1.3387211512916442,1.2277489984321197,1.9060681091723826","136.60961231584463,294.95333069497224,257.61016026859545,345.6992214653586"
"1.5474234601189552,1.5989925750975604,1.7765839279038078,1.0625575674716652","496.38002694978053,117.37388242089821,183.37239604304307,122.47185022712102"
"2.2040191878346214,1.7194247630866022,1.42987934668807,1.6267105510876831","190.94207490219057,227.9570535632978,314.12822349379724,392.4229738798446"
"1.6453995878206857,2.1815122196139995,1.9043998739495351,1.143049017329547","256.2160788254844,157.3858976054002,449.0299934932869,192.13568080920027"
"1.663536609505092,1.5355869327903267,1.8733286269603566,2.4627990451641533","425.2290093994358,124.1593599355884,473.79118171196404,225.98184987663535"
"1.4601543550321345,2.2737951218629076,2.4116198992889815,1.840822681042886","236.46108211897334,359.1864507963574,127.35716223248268,482.20649358153634"
"2.255990231007451,2.277600227346272,2.1487377360729933,1.0862749877511104","256.837176755415,113.27480322873984,275.56081286959636,272.87645198600796"
"2.0227325992830623,1.7215574832834277,1.640989091321996,1.3938862777993404","497.22341896230404,156.49315654217312,252.76079675510638,254.3554087195833"
"1.5112535871324633,1.3727951698293763,1.7458536456869915,2.3531956474236857","323.3699647303764,462.8743444246887,289.68080710916354,446.4234627153611"
"1.4007564058865694,2.416727580041325,1.2799264285035052,2.307574699695671","418.9899110619351,355.6854017768322,239.48706411819094,436.49604494846324"
"1.696725602146929,1.7659107953702877,2.1578949154722666,1.8862498285963265","244.3360598973809,339.06649066106263,435.1313923232834,179.7684955349223"
"2.0430435643826237,1.7289998366098063,2.3598291312116113,1.283397339829071","319.9945138266399,371.97207057993114,380.04824182773336,109.68841471881628"
"2.3652353470664256,1.0848522971324288,1.3984644858061657,1.7324697179890949","349.3569843756436,213.25022405421925,121.52681225060738,313.1895681222952"
"1.0229258826298147,2.4014997073922464,1.932731861828716,2.2242292378349884","309.46249655632505,236.76686445392377,356.36487518408575,194.00698345136146"
"2.1631618870945486,1.3685725192072091,1.9909535892320755,1.372921775184477","236.67988200617268,467.91200629124785,403.7490787781689,403.23976090232924"
"2.418040582590838,1.3351191820323285,2.2663168335255786,1.9297635439252943","173.84591837890815,209.10319070055206,101.6107886123161,274.97644086358156"
"1.1071309971623495,1.7977714038955788,1.6480196651415233,1.5448663110805108","422.2203289979402,264.51479597443245,149.41638296055473,105.65898674196804"
"1.733105702635418,1.1785496160978848,2.4439445240012962,1.8079425773235442","340.81718280297684,279.05602618203517,368.3938966911036,321.35651878994577"
"1.5554422613012266,1.1259262354698336,2.498745908199629,2.047002453751291","340.73906391080845,243.5225342163838,189.36311566505415,168.00503061269225"
"2.055419174143815,1.1524513609820248,1.9097523972881196,1.6170015747050785","249.94459001459677,415.06225880353986,151.662405271769,117.97788659990962"
"1.1466295069427366,1.779864400615404,1.5173190294465508,1.752435175497097","396.781249322728,155.76595379742812,362.99156777447945,430.4087478623567"
"1.4785308623452607,1.7685881555979384,1.3012892506015872,1.42067137529586","116.02701055266272,313.4071702439143,340.9725816071088,198.06399586206993"
"1.500302683953873,1.0795551039376416,1.9136791082856837,2.268324169290684","350.6197567144212,438.58178224946545,108.82143648216717,460.6038940892461"
"1.3793679472919147,2.2775131608803996,1.583620285019105,1.8873325618548642","203.2846807862895,154.68604140121064,129.33452651211718,109.99549497671404"
"2.4338160515687433,2.319810334861992,2.259642544067435,2.4850845038325673","419.66597709448143,468.50588125442,347.5900080872807,191.14988783968113"
"1.6087069717046787,1.8951265320284767,1.8539312373704355,1.8409658617461","295.2620878800368,168.19491388938613,113.02164461117977,293.18162158530356"
"2.4984108113562913,1.000880145499214,2.2039480384127152,1.0348402186092318","114.67698316880322,372.98341296209463,153.87603870058078,351.3443599773205"
"1.3679055747008295,2.2579210579370823,2.3373844740974627,1.2788022223317221","306.65071022613444,121.80590956350264,112.62662197584636,466.48077917951787"
"2.4074746596634915,2.1709810225482933,1.1556984034429345,2.0366390800940053","142.99152082269129,459.278376642153,298.4516552469735,104.68924824963727"
"2.231678251720975,2.3607276803616086,2.1453689802698555,1.1787219245127303","463.33352313529593,218.1915993213594,212.24478227278954,358.6760506693763"
"1.6456061981676622,1.296117231642612,1.9242511582112378,1.3194495171292566","321.9042315611844,343.65420136301185,255.88688203460194,284.08925037607514"
"2.0851035781551692,2.188870435404678,1.7352660759530125,2.4195049211749327","447.8023757412656,272.7567330413922,257.39361528522517,271.79886880863444"
"1.1508126614818512,2.089341289941049,1.1617623290091583,1.429318908402357","395.44428718925985,145.51870752457413,196.44613010110015,212.8864651562468"
"1.431746529084179,1.015297651243667,2.2705261609024285,1.8436141110052588","435.05465346929884,400.966379033052,306.1245500989776,336.7041065651557"
"1.3674378007684207,2.0514898407363216,1.7819895598280477,1.8096254174163722","427.12982698477487,191.60812698659305,378.4190877037333,281.75383336693073"
"2.115190940117836,2.1369535588524364,2.3309725435706254,1.0054983657344996","189.72418590235432,136.20533653043407,417.08577562625464,308.43041584461514"
"2.309897913546134,1.116568509937214,2.018341871729317,1.7830384132200368","404.71489344650814,197.45092394994347,332.841615572809,296.14482713814317"
"1.5713886141724327,1.793053176961528,1.0335779925496325,1.3240454756161801","485.87495847658005,494.48948325087076,249.5799758978566,232.28064888022516"
"1.814764238021766,1.0928479935459747,2.2146225239613404,1.646261743078114","283.60172807788894,279.5249502465239,273.54838073235,414.5277662223003"
"1.9940539872510696,1.5517158487613494,1.6125858493963143,2.3020433521849473","212.27920317209126,297.27231258230887,248.7556610778088,281.12796112395915"
"1.628966014597256,1.7105366749812354,1.4816844971940442,1.6519896505451694","253.14687055546477,328.631231710993,189.802792918348,284.7853146864322"
"1.2781555921452858,1.1853076146536294,2.139414591975294,1.1467411510756162","408.3478347150807,336.4164187645206,441.2401610722062,400.0918505429088"
"1.0974694250590291,1.925422275965517,1.3650882571325016,1.3912303027167778","238.96921765835356,397.33484100357856,210.5540027274841,231.6453934828984"
"1.9226141271727184,2.384853381453845,1.1204638275667658,1.707254684830151","362.861441167083,375.4263981633913,217.57392273563033,354.5292962650922"
"2.2606942904451746,1.26610244654052,2.1362305131099637,1.002212345997003","270.9318492796389,392.75527541075706,271.6586478233402,370.5462246483141"
"1.6908989981450644,2.14676105549305,1.7388028145287042,1.0702379239104984","125.77588949007672,361.91889615729633,224.1258603884358,344.4057392821735"
"1.8711405576289963,1.4298359155888414,1.2181215971800106,1.0372436583673168","370.655930113497,412.2194209122247,346.84912401451936,206.77398796020734"
"1.0069339580145864,2.1192872241256526,1.8066996046856123,1.5542403917954215","248.43744045260382,401.893932095584,237.93250493812295,472.6593604136407"
"1.2241177621750463,1.2284584833253072,2.007133053692451,1.3913522021853086","482.0405102253431,309.12841683601476,123.35730100831648,308.21329039562823"
"1.997576329831122,2.214414976249448,2.3427630661189607,2.005931013136586","146.39745628305892,280.2913451395691,207.7579748761366,148.22352013043044"
"1.4172463503453143,1.2696395734556813,1.5241573804173534,1.6728328816483922","150.66602109198544,296.6471207278656,380.5565821271575,361.9806788270961"
"1.3054991915739131,1.1480175853919257,2.425320667666151,1.5765187866011505","290.9864960256737,162.15134140936445,384.0801524879535,180.04822606145854"
